,name,description,lat,lng,hostname,metrics,launch_year,country,continent,harvesting_sets,gdcc_member,doi_authority,contact_email,dv_hub_id,about_url,core_trust_seals,board,url
123,Tecnológico de Monterrey Data Hub,The Tecnológico de Monterrey's Data Hub offers Open Data generated by our researchers and other initiatives. This initiative is sponsored by both the Living Lab & Data Hub of the Institute for the Future of Education (IFE and the Tecnologico de Monterrey's Research Office. This repository is organized by Institutes and Schools.,25.6515649,-100.28954,datahub.tec.mx,True,2021,Mexico,North America,,0.0,10.57687,research.datahub@servicios.tec.mx,D0E76B45-CFEB-40CB-A240-444C1AFF5046,,,,https://datahub.tec.mx
124,Texas Data Repository Dataverse,A statewide archive of research data from Texas Digital Library (TDL) member institutions.,30.307182,-97.755996,dataverse.tdl.org,True,2016,USA,North America,['TDR'],1.0,10.18738,support@tdl.org,DAD9F3CC-9866-4EFC-9E64-944094E89851,http://data.tdl.org/about,,,https://dataverse.tdl.org
125,The Henryk Niewodniczański Institute of Nuclear Physics Polish Academy of Sciences,"The RODBUK Cracow Open Research Data Repository at the Henryk Niewodniczański Institute of Nuclear Physics Polish Academy of Sciences is intended for collecting, storing and public sharing of research data resulting from scientific work and research projects conducted by the employees and doctoral students of IFJ PAN. Each dataset uploaded to the repository will be automatically assigned a DOI (Digital Object Identifier). The use of the Repository is free of charge.",50.08810396,19.89059177,ifj.rodbuk.pl,,2025,Poland,Europe,,0.0,10.48733,beata.rozewicz@ifj.edu.pl,DB87E9B4-4726-4E01-843E-60012983002E,,,,https://ifj.rodbuk.pl
126,TRR170-DB,"The TRR170-DB was set up to manage data products of the collaborative research center TRR 170 'Late Accretion onto Terrestrial Planets' (https://www.trr170-lateaccretion.de/). The repository also stores data by other institutions and researchers. Data include laboratory and other instrumental data on planetary samples, remote sensing data, geological maps and model simulations.",52.42691139,13.35657449,planetary-data-portal.org,True,2020,Germany,Europe,,0.0,10.35003,,DBF3A4BE-81EF-4E0D-B93B-8BC653CD7A43,,,,https://planetary-data-portal.org
127,TUDOdata,TUDOdata is the central research data repository of TU Dortmund University. It is intended to archive and publish high-quality research data and metadata from all TU Dortmund Universities disciplines. TUDOdata ensures data- and metadata quality by careful curation performed by the central research data service or faculty and joint collaboration representatives.,51.48999,7.40749,data.tu-dortmund.de,True,2024,Germany,Europe,,0.0,10.17877,fdm@tu-dortmund.de,E16A3FEA-5895-45C6-8D0C-144FD1926863,,,,https://data.tu-dortmund.de
128,UC Berkeley Library Dataverse,"All data in the UC Berkeley Library Dataverse has been acquired and licensed by the library for use by UC Berkeley and Lawrence Berkeley National Lab students, faculty, and staff. Data records and terms are viewable by any user, regardless of affiliation. Please login to the repository using a Calnet ID and passphrase to view and download data files. Note that accessing some data files requires agreeing to the terms of use as listed in the guestbook functionality. Research data (i.e. data, code, and other outputs generated during the research process) are not stored on UC Berkeley Library’s Dataverse.",37.8721922,-122.2594984,datasets.lib.berkeley.edu,,2024,USA,North America,,0.0,10.60503,librarydataservices@berkeley.edu,E2FE7220-D4EE-4BCC-9D7C-B29B53EB3A68,,,,https://datasets.lib.berkeley.edu
129,UCLA Dataverse,"UCLA Dataverse allows for the sharing and storage of data from UCLA research. This makes it accessible, discoverable and reusable by the public. The platform also hosts sub-dataverses for different campus groups like schools or departments.",34.0689,-118.4452,dataverse.ucla.edu,True,2019,USA,North America,,1.0,10.25346,datascience@ucla.edu,E57F902D-D890-44FA-B74C-A3A6441EF963,,,,https://dataverse.ucla.edu
130,ULiège Open Data Repository,"The ULiège Dataverse is the ULiège institutional open data sharing repository, used by ULiège researchers to share datasets with the global scientific community, according to the FAIR data principles.",50.64127729,5.575774769,dataverse.uliege.be,,2023,Belgium,Europe,,0.0,10.58119,dataverse.admin@uliege.be,EB844DCF-6723-4E88-B499-3149873C6957,,,,https://dataverse.uliege.be
131,UNB Libraries Dataverse,UNB Dataverse is repository for research data collected by researchers and organizations primarily affiliated with the University of New Brunswick.,45.964993,-66.646332,dataverse.lib.unb.ca,True,2017,Canada,North America,,0.0,10.25545,rdm.services@unb.ca,EF0E1781-88B4-416C-9257-2389264D66D9,,,,https://dataverse.lib.unb.ca
132,UNC Dataverse,Open for all researchers worldwide from all disciplines to deposit data. The Odum Institute also offers multiple data curation service levels.,35.905022,-79.050851,dataverse.unc.edu,True,2008,USA,North America,['odum_all'],1.0,10.15139,rdmc_systems@unc.edu,F03093A2-8CD0-4702-95C8-DAC11339BC8F,https://odum.unc.edu/archive/,['https://www.coretrustseal.org/wp-content/uploads/2020/10/Odum-Institute-Data-Archive.pdf'],https://github.com/orgs/IQSS/projects/5,https://dataverse.unc.edu
133,University of Wroclaw,"RODBUK Cracow Open Research Data Repository of University of Wroclaw is used to collect, store and publicly share research data created during scientific works and research projects carried out by the scientific staff, doctoral students and students of UWr. RODBUK is open to all scientific units interested in depositing and sharing their research data. Each dataset placed in the Repository will be automatically assigned a DOI identifier. All published metadata will meet the guidelines provided by OpenAIRE. FAIR principles are applied in the Repository. The use of the Repository is free of charge.",51.11403897,17.03458906,uwr.rodbuk.pl,,2025,Poland,Europe,,0.0,10.34616,repozytorium.rodbuk@uwr.edu.pl,F6E845D8-F9C1-48D1-8C8F-EA560DDB88D5,,,,https://uwr.rodbuk.pl
134,Università Ca’ Foscari Venezia Datarepository,"Ca’ Foscari University has welcomed a dynamic academic community for over 150 years in the heart of Venice. Innovation, investing in talent, support to researchers and the development of international collaborations: these are just some of the activities that make Ca’ Foscari’s more competitive in the global arena and influential in information sharing. Datarepository Unive is the institutional data repository that collects, stores, and preserves research data produced by Ca' Foscari researchers.",45.434496,12.326448,datarepository.unive.it,True,2024,Italy,Europe,,0.0,10.71731,openscience@unive.it,A778079E-90D2-4C3C-ABFD-D049F8B30A31,,,,https://datarepository.unive.it
135,Università degli Studi di Milano,"The University of Milan is home to important research teams operating in the university's extremely rich variety of scientific-disciplinary sectors. Besides taking part in the most relevant national and international research programs, the University is also very active in the field of technology transfer and developing applications for scientific research results. dataverse.unimi.it is the repository for research data offered to all researchers in disciplines from health sciences to laws, from economics to hard sciences, from humanities to mathematics.",45.4601,9.1946,dataverse.unimi.it,True,2019,Italy,Europe,,0.0,10.1313,rdm@unimi.it,F20D2DED-EC0C-4ED2-B424-A67F733B5C0B,,,,https://dataverse.unimi.it
136,VTTI,Transportation data repository maintained by the Virginia Tech Transportation Institute.,37.190102,-80.396776,dataverse.vtti.vt.edu,True,2016,USA,North America,,0.0,10.15787,,F870DA03-76E5-42CE-936F-F9729380DAA8,,,https://github.com/orgs/IQSS/projects/18,https://dataverse.vtti.vt.edu
137,World Agroforestry - Research Data Repository,,-1.229425,36.8135,data.worldagroforestry.org,True,2019,Kenya,Africa,,0.0,10.34725,a.tenorio@cgiar.org,FAB103CF-C116-4D4A-AFBD-7DEB617A1742,,,https://github.com/orgs/IQSS/projects/37,https://data.worldagroforestry.org
138,Wyoming Data Repository,"The Wyoming Data Repository (WDR) is a service and platform offered by the University of Wyoming Libraries in collaboration with UW’s Advanced Research Computing Center (ARCC). It serves as Wyoming’s statewide research data repository, helping researchers from the University of Wyoming and Wyoming community colleges openly manage, share, discover, analyze, and preserve their research data.",41.31166,-105.57928,dataverse.arcc.uwyo.edu,,2024,USA,North America,,0.0,10.15786,wyodata@uwyo.edu,FB25F6FF-32CD-4ED3-95AB-344AEF1A5325,,,,https://dataverse.arcc.uwyo.edu
139,Yale Dataverse,"Yale Dataverse is a data repository service for Yale University faculty, staff, students, and affiliates to share, preserve, and cite research data. Yale Library hosts and manages Yale Dataverse to ensure research produced at Yale is accessible and discoverable to the global community.",41.316614,-72.922209,dataverse.yale.edu,True,2023,USA,North America,,1.0,10.606,dataverseadmin@yale.edu,84534893-F7B6-45B0-A454-B7E98F8AB589,https://researchdata.yale.edu/yale-dataverse,,,https://dataverse.yale.edu
140,University of Vermont Dataverse,,44.478385,-73.200558,dataverse.uvm.edu,,2025,USA,,,,,,,,,,https://dataverse.uvm.edu
